,ISO_country,country_name,Year,WB_income_region,sample_size,severe_wasting,wasting,overweight,stunting,underweight,notes,author,source,under_5_pop
143,CHN,CHINA,1998,Upper middle income,13838.0,0.6,2.4,5.5,19.8,6.9,NSS: 26 provinces,"Chen Chunming, He Wu, Wang Yuying.","Nutritional status of children aged 0-5 years old in China (1998) - National (40 nutrition surveillance sites from 26 provinces). Beijing, China: Chinese Center for Disease Control and Prevention, 2010.",84730.015
144,CHN,CHINA,2000,Upper middle income,16460.0,0.5,2.5,3.4,17.8,7.4,NSS: 26 provinces,"Chen Chunming, He Wu, Wang Yuying.","Nutritional status of children aged 0-5 years old in China (2000) - National (40 nutrition surveillance sites from 26 provinces). Beijing, China: Chinese Center for Disease Control and Prevention, 2010.",79847.941
145,CHN,CHINA,2002,Upper middle income,16564.0,0.8,3.0,9.2,21.8,6.8,,"Yang X, Wang Z, He Y, Yu W, Hu Y, Zhai F.",[Trends and prevalence of malnutrition among Chinese children under five years old.] Acta Nutrimenta Sinica 2005;25:185-88 (and additional analysis).,76905.569
146,CHN,CHINA,2005,Upper middle income,15987.0,0.8,2.9,5.9,11.7,4.5,NSS: 26 provinces,"Chen Chunming, He Wu, Wang Yuying.","Nutritional status of children aged 0-5 years old in China (2005) - National (40 nutrition surveillance sites from 26 provinces). Beijing, China: Chinese Center for Disease Control and Prevention, 2010.",75721.6
147,CHN,CHINA,2008,Upper middle income,10726.0,0.6,2.6,5.8,9.8,3.8,Adjusted NR to NA; NSS: 26 surveillance sites,"Chen Chunming, He Wu, Wang Yuying.","Nutritional status of children aged 0-5 years old in China (2008) - National (26 nutrition surveillance sites from rural areas). Beijing, China: Chinese Center for Disease Control and Prevention, 2010.",78654.615
148,CHN,CHINA,2009,Upper middle income,10635.0,0.7,2.6,5.7,9.0,3.4,Adjusted NR to NA; NSS: 26 surveillance sites,"Chen Chunming, He Wu, Wang Yuying.","Nutrition and rapid economic development - 2010 research report on nutrition policy in China. Beijing, China: Chinese Center for Disease Control and Prevention, 2010 (and additional analysis).",78404.141
149,CHN,CHINA,2010,Upper middle income,15399.0,0.7,2.3,6.6,9.4,3.4,NSS: 25 provinces,"Chen Chunming, He Wu, Wang Yuying.","Nutritional status of children aged 0-5 years old in China (2010) - National (38 nutrition surveillance sites from 25 provinces). Beijing, China: Chinese Center for Disease Control and Prevention, 2012 (and additional analysis).",78846.86
150,COL,COLOMBIA,1986,Upper middle income,1317.0,0.3,1.0,4.2,26.6,8.9,Age-adjusted;,Ministerio de Salud.,"Tercera encuesta nacional de prevalencia del uso de anticonceptivos y primera de demografia y salud, 1986. Demographic and Health Surveys. Institute for Resource Development. Bogota, Colombia, 1988 (and additional analysis).",4302.004
151,COL,COLOMBIA,1989,Upper middle income,1973.0,,3.8,,21.8,8.8,Converted estimates,"Mora JO, de Paredes B, de Navarro L, Rodriguez E.",Consistent improvement in the nutritional status of Colombian children between 1965 and 1989. Bulletin of PAHO 1992;26:1-13 (and additional analysis).,4334.601
152,COL,COLOMBIA,1995,Upper middle income,4458.0,0.5,1.7,4.5,19.7,6.3,,,"Encuesta nacional de demografia y salud 1995. Demographic and Health Surveys. Bogota, Colombia, 1995 (and additional analysis).",4351.073
153,COL,COLOMBIA,2000,Upper middle income,4119.0,0.4,1.1,5.3,18.1,4.9,,"Ojeda G, Ordoñez M, Ochoa LH.","Salud sexual y reproductiva en Colombia, encuesta nacional de demografia y salud 2000. Demographic and Health Surveys. Bogota, Colombia: PROFAMILIA, 2000 (and additional analysis).",4151.617
154,COL,COLOMBIA,2005,Upper middle income,12862.0,0.4,1.5,4.2,16.2,5.1,,"Ojeda G, Ordoñez M, Hernando Ochoa L.","Resultados encuesta nacional de demografia y salud 2005. Demographic and  Health Surveys. Bogota, Colombia: Profamilia y Macro International Inc., 2005 (and additional analysis).",4112.845
155,COL,COLOMBIA,2010,Upper middle income,15821.0,0.2,0.9,4.8,12.7,3.4,,"Ojeda G, Ordoñez M, Hernando Ochoa L.","Encuesta nacional de demografia y salud 2010. Demographic and  Health Surveys. Bogota, Colombia: Profamilia, 2011 (and additional analysis).",3929.005
156,COM,COMOROS (THE),1992,Low income,1954.0,,5.3,,38.5,15.2,Age-adjusted; converted estimates,Ministère de la Santé Publique et de la Population.,"Rapport sur l'état nutritionnel et les facteurs impliqués chez les enfants de moins de deux ans en République Fédérale Islamique des Comores 1991. Direction de la Santé Familiale. Comores, 1995 (and additional analysis).",78.769
157,COM,COMOROS (THE),1996,Low income,1005.0,4.5,10.7,5.3,40.0,21.1,Age-adjusted;,"Mondoha KA, Schoemaker J, Barrère M.","Enquête demographique et de santé, Comores 1996. Demographic and Health Surveys. Centre National de Documentation et de Recherche Scientifique. Moroni, Comores, 1997 (and additional analysis).",83.546
158,COM,COMOROS (THE),2000,Low income,4316.0,7.2,13.3,21.5,46.9,25.0,,République Federale Islamique des Comores.,"Enquête a indicateurs multiples (MICS 2000): Rapport final (1er draft Février 2001). Moroni, Comoros: UNICEF, 2001 (and additional analysis).",89.813
159,COM,COMOROS (THE),2012,Low income,3119.0,4.4,11.1,10.9,32.1,16.9,,Direction Générale de la Statistique et de la Prospective (DGSP) et ICF International.,"Enquête démographique et de santé et à indicateurs multiples aux Comores 2012. Demograohic and Health Surveys and MICS. Rockville, MD 20850, USA : DGSP et ICF International, 2014 (and additional analysis).",113.4
160,COG,CONGO (THE),1987,Lower middle income,2429.0,,6.6,1.6,30.1,16.4,Adjusted NR to NA; Converted estimates,"Cornu A, Delpeuch F, Simondon F, Tchibindat F, Faucon LD, Massamba JP et al.","Enquête nationale sur l'état nutritionnel des enfants d'age prescolaire au Congo. Collection Etudes et Theses. Paris: ORSTOM, Institut Français de Recherche Scientifique pour le Développement en Coopération, 1990 (and additional analysis).",371.694
161,COG,CONGO (THE),2005,Lower middle income,4736.0,3.0,8.0,8.5,31.2,11.8,,Centre National de la Statistique et des Études Économiques (CNSEE) et ORC Macro.,"Enquête démographique et de santé du Congo 2005. Demographic and Health Surveys. Calverton, Maryland, USA : CNSEE et ORC Macro, 2006 (and additional analysis).",578.293
162,COG,CONGO (THE),2011,Lower middle income,4647.0,1.6,5.9,3.6,25.0,11.8,,Centre Nationale de la Statistique et des Études Économiques (CNSEE) [Congo] et ICF International.,"Enquête démographique et de santé du Congo (EDSC-II) 2011-2012. Demographic and Health Surveys. Calverton, Maryland, USA : CNSEE et ICF International, 2013 (and additional analysis).",695.086
163,CRI,COSTA RICA,1989,Upper middle income,197000.0,,,,,2.4,NSS; converted estimate,Ministerio de Salud.,"Analisis del estado nutricional de la poblacion Costarricense 1992. Departamento de Nutricion y Atencion Integral, Seccion Vigilancia Nutricional. San Jose, Costa Rica, 1994 (and additional analysis).",395.321
164,CRI,COSTA RICA,1990,Upper middle income,190000.0,,,,,2.5,NSS; converted estimate,Ministerio de Salud.,"Analisis del estado nutricional de la poblacion Costarricense 1992. Departamento de Nutricion y Atencion Integral, Seccion Vigilancia Nutricional. San Jose, Costa Rica, 1994 (and additional analysis).",400.13
165,CRI,COSTA RICA,1991,Upper middle income,191000.0,,,,,2.2,NSS; converted estimate,Ministerio de Salud.,"Analisis del estado nutricional de la poblacion Costarricense 1992. Departamento de Nutricion y Atencion Integral, Seccion Vigilancia Nutricional. San Jose, Costa Rica, 1994 (and additional analysis).",402.568
166,CRI,COSTA RICA,1992,Upper middle income,176935.0,,,,,2.0,NSS; converted estimate,Ministerio de Salud.,"Analisis del estado nutricional de la poblacion Costarricense 1992. Departamento de Nutricion y Atencion Integral, Seccion Vigilancia Nutricional. San Jose, Costa Rica, 1994 (and additional analysis).",404.283
167,CRI,COSTA RICA,1993,Upper middle income,174000.0,,,,,2.0,NSS; converted estimate,Ministerio de Salud.,"Estado nutricional de preescolares atendidos por el programa de atencion primaria. Departamento de Nutriticion, Seccion de Vigilancia Nutricional. San José, Costa Rica, 1996 (and additional analysis).",405.243
168,CRI,COSTA RICA,1994,Upper middle income,161000.0,,,,,1.9,NSS; converted estimate,Ministerio de Salud.,"Estado nutricional de preescolares atendidos por el programa de atencion primaria. Departamento de Nutriticion, Seccion de Vigilancia Nutricional. San José, Costa Rica, 1996 (and additional analysis).",405.647
169,CRI,COSTA RICA,1996,Upper middle income,1008.0,,2.4,9.5,8.2,3.8,Age-adjusted; converted estimates,Ministerio de Salud.,"Encuesta nacional de nutricion: 1 fasciculo antropometria. San Jose, Costa Rica, 1996 (and additional analysis).",404.3
170,CRI,COSTA RICA,2008,Upper middle income,351.0,,1.0,8.1,5.6,1.1,,Ministerio de Salud.,"Encuesta nacional de nutricion 2008-2009. San Jose, Costa Rica, 2011.",356.956
171,CIV,COTE D'IVOIRE,1986,Lower middle income,1947.0,,10.3,,22.5,10.8,Converted estimates,Sahn DE.,"Malnutrition in Côte d'Ivoire, prevalence and determinants. Working paper No. 4. Washington D.C.: The World Bank, 1990 (and additional analysis).",1924.897
172,CIV,COTE D'IVOIRE,1994,Lower middle income,3486.0,2.2,8.3,2.5,34.2,20.3,Age-adjusted;,"Sombo N'Cho, Kouassi L, Kouamé Koffi A, Schoemaker J, Barrère M, Barrère B et al.","Enquête demographique et de santé, Côte d'Ivoire 1994. Demographic and Health Surveys. Abidjan, Côte d'Ivoire, 1995 (and additional analysis).",2419.503
173,CIV,COTE D'IVOIRE,1998,Lower middle income,1772.0,1.9,6.9,4.6,31.5,18.2,,Institut National de la Statistique [Côte d'Ivoire] et ORC Macro.,"Enquête démographique et de santé, Côte d'Ivoire 1998-99. Demographic and Health Surveys. Calverton, Maryland, USA: Institut National de la Statistique et ORC Macro, 2001 (and additional analysis).",2724.184
174,CIV,COTE D'IVOIRE,2006,Lower middle income,8556.0,2.9,8.4,8.4,40.1,16.7,,Institut National de la Statistique (INS) [Côte d'Ivoire].,"Enquête à indicateurs multiples, Côte d'Ivoire 2006, Rapport final, Abidjan, Côte d'Ivoire : INS, 2007 (and additional analysis).",3106.215
175,CIV,COTE D'IVOIRE,2007,Lower middle income,854.0,5.4,14.0,4.9,39.0,29.4,,"Tschannen AB, Rohner F, Gohou V, Bosso E, Malan A.","Evaluation des carences en vitamine A et fer en Côte d'Ivoire (Rapport final). Ministère de la Santé et de l'Hygiène Publique et Helen Keller Int., Abidjan, Côte d'Ivoire, 2009 (and additional analysis).",3142.209
176,CIV,COTE D'IVOIRE,2012,Lower middle income,3744.0,1.8,7.6,3.2,29.6,15.7,,Institut National de la Statistique (INS) et ICF International.,"Enquête démographique et de santé et à indicateurs multiples de Côte d'Ivoire 2011-2012. Demographic and Health Surveys and MICS. Calverton, Maryland, USA : INS et ICF International, 2012 (and additional analysis).",3426.228
177,CUB,CUBA,2000,Upper middle income,1571.0,,2.4,,7.0,3.4,Converted estimates,,"Encuesta de agrupacion de indicadores multiples: Informe final, diciembre del 2000 (MICS2). La Habana, Cuba, 2000 (and additional analysis).",749.264
178,CZE,CZECH REPUBLIC (THE),1991,High income: OECD,32345.0,,2.8,6.7,3.1,0.9,Converted estimates,"Lhotska L, Blaha P, Vignerova J, Roth Z, Prokopec M.","Vth. Nation-wide anthropological survey of children and adolescents 1991 (Czech Republic). Prague: National Institute of Public Health, 1993 (and additional analysis).",668.655
179,CZE,CZECH REPUBLIC (THE),2001,High income: OECD,16932.0,1.0,4.6,4.4,2.6,2.1,,"Vignerova J, Riedlova J, Blaha P, Kobzova J, Krejcovsky L, Brabec M, Hruskova M.","6th nationwide anthropological survey of children and adolescents 2001, Czech Republic. Summary results. Prague, Czech Republic: National Institute of Public Health, 2006 (and additional analysis).",416.841
180,PRK,DEMOCRATIC PEOPLE'S REP. OF KOREA (THE),1998,Low income,1263.0,,20.8,,63.9,55.5,Converted estimates; subtotals,,"Nutrition survey of the Democratic People's Republic of Korea. Report by the EU, UNICEF and WFP of a study undertaken in collaboration with the Government to DPRK (Internet, 7 January 1999 at http://www.wfp.org/OP/Countries/dprk/nutrion_survey.html).",2066.948
181,PRK,DEMOCRATIC PEOPLE'S REP. OF KOREA (THE),2000,Low income,4175.0,,12.2,,51.0,24.7,Converted estimates,Central Bureau of Statistics [DPRK].,"Report of the second multiple indicator cluster survey 2000, DPRK (MICS). Pyongyang, Democratic People's Republic of Korea, 2000.",1983.092
182,PRK,DEMOCRATIC PEOPLE'S REP. OF KOREA (THE),2002,Low income,5297.0,3.5,8.7,0.9,44.7,17.8,,Central Bureau of Statistics (D.P.R. Korea).,"Nutrition assessment 2002 D.P.R. Korea. Pyongyang: Government of D.P.R. Korea, United Nations Children's Fund and World Food Programme, 2003 (and additional analysis).",1921.45
183,PRK,DEMOCRATIC PEOPLE'S REP. OF KOREA (THE),2004,Low income,4795.0,,8.5,,43.1,20.6,Converted estimates,"Central Bureau of Statistics, Institute of Child Nutrition.","DPRK 2004 nutrition assessment, report of survey results. Democratic People's Republic of Korea: Central Bureau of Statistics, 2005.",1908.44
184,PRK,DEMOCRATIC PEOPLE'S REP. OF KOREA (THE),2009,Low income,2172.0,0.5,5.2,0.0,32.4,18.8,,"Central Bureau of Statistics (CBS), Institute of Children's Nutrition, UNICEF.","The Democratic People's Republic of Korea (DPR Korea) multiple indicator cluster survey 2009 (MICS4). Final Report. Pyongyang, DPR Korea: CBS and UNICEF, 2010.",1744.701
185,PRK,DEMOCRATIC PEOPLE'S REP. OF KOREA (THE),2012,Low income,8036.0,0.6,4.0,,27.9,15.2,,Central Bureau of Statistics [Democratic People's Republic of Korea].,"Final report of the national nutrition survey 2012, September 17th to October 17th 2012. Pyongyang, Democratic People's Republic of Korea, 2013.",1690.797
186,COD,DEMOCRATIC REP. OF THE CONGO (THE),1995,Low income,4362.0,,11.4,,51.0,30.7,Converted estimates,Ministère du Plan et Reconstruction Nationale.,"Enquête nationale sur la situation des enfants et des femmes au Zaire en 1995. Kinshasa, Zaire, 1996 (and additional analysis).",8044.215
187,COD,DEMOCRATIC REP. OF THE CONGO (THE),2001,Low income,9172.0,11.9,20.9,6.5,44.4,33.6,,"République Démocratique du Congo, UNICEF, USAID.","Enquête nationale sur la situation des enfants et des femmes MICS2 / 2001. Rapport d'analyse. Kinshasa, République Démocratique du Congo, juillet 2002 (and additional analysis).",9348.178
188,COD,DEMOCRATIC REP. OF THE CONGO (THE),2007,Low income,4240.0,8.8,14.0,6.8,45.8,28.2,,Ministère du Plan et Macro International.,"Enquête démographique et de santé, République Démocratique du Congo 2007. Demographic and Health Surveys. Calverton, Maryland, U.S.A.: Ministère du Plan et Macro International, 2008 (and additional analysis).",11313.23
189,COD,DEMOCRATIC REP. OF THE CONGO (THE),2010,Low income,10905.0,2.8,8.5,4.9,43.5,24.2,,Institut National de la Statistique et Fonds des Nations Unies pour l'Enfance.,"Enquête par grappes à indicateurs multiples en République Démocratique du Congo (MICS-RDC 2010). Rapport final, mai 2011. Kinshasa, République Démocratique du Congo, 2011 (and additional analysis).",12237.432
190,COD,DEMOCRATIC REP. OF THE CONGO (THE),2013,Low income,9395.0,2.8,8.1,4.4,42.6,23.4,,"Ministère du Plan et Suivi de la Mise en oeuvre de la Révolution de la Modernité (MPSMRM), Ministère de la Santé Publique (MSP) et ICF International.","Enquête démographique et de santé en République Démocratique du Congo 2013-2014. Demographic and Health Surveys. Rockville, Maryland, USA : MPSMRM, MSP et ICF International, 2014 (and additional analysis).",13222.905
191,DJI,DJIBOUTI,1989,Lower middle income,3750.0,,12.5,,28.0,20.2,Converted estimates,Ministere de la Sante Publique et des Affaires Sociales.,"Enquete couverture vaccinale malnutrition. Republique de Djibouti, Djibouti: Ministere de la Sante Publique et des Affaires Sociales,1990 (and additional analysis).",101.491
192,DJI,DJIBOUTI,1996,Lower middle income,,,14.9,,31.7,16.0,Converted estimates,,"Enquête djiboutienne auprès des ménages indicateurs sociaux (EDAM-IS 1996). Ministère du Commerce et du Tourisme, Direction Nationale de la Statistique. Djibouti ville, République de Djibouti, 1997 (and additional analysis).",104.327
193,DJI,DJIBOUTI,2002,Lower middle income,2289.0,9.5,19.4,8.4,26.5,25.4,,"Department of Statistics and Demographic Studies, Ministry of Health and Pan Arab Project for Family Health.","Enquête djiboutienne sur la santé de la famille (EDSF/PAPFAM) 2002, PAPFAM Rapport final. Djibouti, 2004 (and additional analysis).",100.333
194,DJI,DJIBOUTI,2006,Lower middle income,2172.0,15.9,26.0,13.4,32.6,29.6,,Ministère de la Santé et PAPFAM.,"Enquête djiboutienne à indicateurs multiples (EDIM): Rapport final. MICS. Djibouti: Ministère de la Santé et PAPFAM, 2007 (and additional analysis).",100.66
195,DJI,DJIBOUTI,2012,Lower middle income,3205.0,9.1,21.5,8.1,33.5,29.8,,Ministère de la Santé et PAPFAM.,"Enquête djiboutienne à indicateurs multiples (EDIM): Rapport preliminaire. Djibouti: Ministère de la Santé et PAPFAM, 2013 (and additional analysis).",99.949
196,DOM,DOMINICAN REPUBLIC (THE),1986,Upper middle income,1794.0,1.0,3.3,3.8,20.4,8.7,Age-adjusted;,,"Encuesta demografica y de salud, 1986. Demographic and Health Surveys. Consejo Nacional de Poblacion y Familia. Santo Domingo, Republica Dominicana, 1987 (and additional analysis).",961.233
197,DOM,DOMINICAN REPUBLIC (THE),1991,Upper middle income,2991.0,0.6,2.2,4.4,21.2,8.4,,,"Encuesta demografica y de salud 1991. Demographic and Health Surveys. Santo Domingo, Republica Dominicana, 1992 (and additional analysis).",993.177
198,DOM,DOMINICAN REPUBLIC (THE),1996,Upper middle income,3567.0,0.6,2.0,6.9,13.9,4.7,,,"Encuesta demografica y de salud 1996 (DHS). Centro de Estudios Sociales y Demograficos, Asociacion Dominicana Pro Bienestar de la Familia, Oficina Nacional de Planificacion. Santo Domingo, Republica Dominicana, 1997 (and additional analysis).",1032.136
199,DOM,DOMINICAN REPUBLIC (THE),2000,Upper middle income,1907.0,0.5,1.5,6.9,8.0,3.5,,"Molina Achecar M, José Polanco J.","Encuesta por conglomerados de indicadores multiples (MICS-2000). Santo Domingo, D.N.: Secretariado Técnico de la Presidencia, Fondo de las Naciones Unidas para la Infancia (UNICEF), 2001 (and additional analysis).",1019.829
200,DOM,DOMINICAN REPUBLIC (THE),2002,Upper middle income,10625.0,0.8,2.2,8.6,11.7,4.2,,"Molina Achécar M, Ramirez N, José Polanco J, Ochoa LH, Lerebours G, Garcia B.","Encuesta demografica y de salud, ENDESA 2002. Demographic and Health Surveys. Santo Domingo, Republica Dominicana: Centro de Estudios Sociales y Demograficos, 2003 (and additional analysis).",1022.143
201,DOM,DOMINICAN REPUBLIC (THE),2006,Upper middle income,3782.0,,1.9,7.4,10.5,4.6,Converted estimates,Oficina Nacional de Estadistica (ONE).,"Encuesta nacional de hogares de proposito multiples (ENHOGAR 2006): Informe general. Santo Domingo, Republica Dominicana: ONE, 2008 (and additional analysis).",1065.659
202,DOM,DOMINICAN REPUBLIC (THE),2007,Upper middle income,10923.0,0.9,2.3,8.3,10.1,3.4,,Centro de Estudios Sociales y Demográficos (CESDEM) y Macro International Inc.,"Encuesta demográfica y de salud 2007. Demographic and Health Surveys. Santo Domingo, República Dominicana: CESDEM y Macro International Inc., 2008 (and additional analysis).",1070.146
203,DOM,DOMINICAN REPUBLIC (THE),2013,Upper middle income,3691.0,0.8,2.4,7.6,7.1,4.0,,Centro de Estudios Sociales y Demográficos (CESDEM) y ICF International.,"Encuesta demográfica y de salud 2013. Demographic and Health Surveys. Santo Domingo, República Dominicana: CESDEM y ICF International, 2014 (and additional analysis).",1063.559
204,ECU,ECUADOR,1986,Upper middle income,7798.0,,2.3,,40.2,14.5,Converted estimates,"Freire W, Dirren H, Mora J, Arenales P, Granda E, Breilh J, et al.","[Diagnostico de la situacion alimentaria, nutricional y de salud de la poblacion ecuatoriana menor de cinco años. Quito: Ministerio de Salud Publica y Consejo Nacional de Desarrollo, 1988 (and additional analysis).",1335.527
205,ECU,ECUADOR,1998,Upper middle income,2998.0,,3.2,,32.5,12.5,Converted estimates,"Larrea C, Freire WB, Lutter C.","Equidad desde el principio - situacion nutricional de los niños ecuatorianos. Encuesta de condiciones de vida, 1998. Organizacion Panamericana de la Salud y Ministerio de Salud Publica, Ecuador. Washington, D.C.: OPS, 2001 (and additional analysis).",1507.445
206,ECU,ECUADOR,2004,Upper middle income,5134.0,0.8,2.3,5.1,29.0,6.2,,Centro de Estudios de Poblacion y Desarrollo Social (CEPAR) et al.,"Encuesta demografía y de salud materna e infantil, ENDEMAIN 2004: Informe final.  Quito, Ecuador: CEPAR, 2005 (and additional analysis).",1515.49
207,ECU,ECUADOR,2012,Upper middle income,8795.0,0.7,2.3,7.5,25.2,6.4,,"Freire WB, Silva-Jaramillo KM, Ramírez-Luzuriaga MJ, Belmont P, Waters WF.",The double burden of undernutrition and excess body weight in Ecuador. American Journal of Clinical Nutrition 2014;100:1636S-43S. doi: 10.3945/ajcn.114.083766 (and additional analysis).,1603.744
208,EGY,EGYPT,1988,Lower middle income,2077.0,0.6,1.9,6.9,34.0,9.4,Age-adjusted;,"Abdel-Sayed H, Osman M, El-Zanaty F, Way A.","Egypt demographic and health survey 1988. Demographic and Health Surveys. Egypt National Population Council. Cairo, Egypt, 1989 (and additional analysis).",8645.563
209,EGY,EGYPT,1991,Lower middle income,3614.0,2.3,4.5,14.9,34.9,10.5,,,"Egyptian maternal and child health survey (EMCHS). PAPCHILD Surveys. Agency for Public Mobilisation and Statistics. Cairo, Arab Republic of Egypt, 1992 (and additional analysis).",8924.507
210,EGY,EGYPT,1993,Lower middle income,7650.0,1.8,4.1,14.4,31.3,8.2,,"El-Zanaty FH, Sayed HAA, Zaky HHM, Way AA.","Egypt demographic and health survey 1992. Demographic and Health Surveys. Cairo, Egypt, 1993 (and additional analysis).",8632.16
211,EGY,EGYPT,1995,Lower middle income,10228.0,2.3,5.7,14.7,34.9,10.8,,"El-Zanaty F, Hussein EM, Shawsky GA, Way AA, Kishor S.","Egypt demographic and health survey 1995. Demographic and Health Surveys. National Population Council. Cairo, Egypt, 1996 (and additional analysis).",8248.388
212,EGY,EGYPT,1997,Lower middle income,3328.0,,7.5,,30.9,10.2,Converted estimates,,"Egypt demographic and health survey 1997. Demographic and Health Surveys. El-Zanaty and Associates, Cairo, Egypt, 1998 (and additional analysis).",7881.444
213,EGY,EGYPT,1998,Lower middle income,3997.0,,6.4,,26.3,9.4,Converted estimates,El-Zanaty et al.,"Egypt demographic and health survey 1998. Demographic and Health Surveys. Cairo, Egypt, 1999 (and additional analysis).",7877.073
214,EGY,EGYPT,2000,Lower middle income,10675.0,,,,24.6,, Weight data possibly flawed,El-Zanaty F and Way A.,"Egypt demographic and health survey 2000. Demographic and Health Surveys. Calverton, Maryland, USA: Ministry of Health and Population [Egypt], National Population Council and ORC Macro, 2001 (and additional analysis).",7984.794
215,EGY,EGYPT,2003,Lower middle income,5943.0,1.8,5.2,9.2,20.3,8.7,,El-Zanaty F and Way AA.,"2003 Egypt interim demographic and health survey. Demographic and Health Survey. Cairo, Egypt: Ministry of Health and Population [Egypt], National Population Council, El-Zanaty and Asociates, and ORC Macro, 2004 (and additional analysis).",8419.684
216,EGY,EGYPT,2005,Lower middle income,12830.0,2.5,5.3,14.1,23.8,5.4,,El-Zanaty F and Way A.,"Egypt demographic and health survey 2005. Demographic and Health Surveys. Caire, Egypt: Ministry of Health and Population, National Population Council, El-Zanaty and Associates, and ORC Macro, 2006 (and additional analysis).",8734.377
217,EGY,EGYPT,2008,Lower middle income,10053.0,3.8,7.9,20.5,30.7,6.8,,El-Zanaty F and Way A.,"Egypt demographic and health survey 2008. Demographic and Health Surveys. Cairo, Egypt: Ministry of Health, 2009 (and additional analysis).",9184.293
218,EGY,EGYPT,2014,Lower middle income,14904.0,4.8,9.5,15.7,22.3,7.0,,"Ministry of Health and Population [Egypt], El-Zanaty and Associates [Egypt], and ICF International.","Egypt demographic and health survey 2014. Demographic and Health Surveys. Cairo, Egypt and Rockville, Maryland, USA: Ministry of Health and Population and ICF International, 2015.",11727.248
219,SLV,EL SALVADOR,1988,Lower middle income,2002.0,0.5,2.2,3.0,36.7,11.1,,,"Evaluacion de la situacion alimentaria nutricional en El Salvador (ESANES-88). Ministerio de Salud Publica y Asistencia Social. San Salvador, El Salvador, 1990 (and additional analysis).",741.246
220,SLV,EL SALVADOR,1993,Lower middle income,3598.0,0.4,1.4,3.9,29.5,7.2,,Salvadoran Demographic Association.,"National family health survey 1993 (FESAL-93). San Salvador: Government of El Salvador, 1994 (and additional analysis).",754.428
221,SLV,EL SALVADOR,1998,Lower middle income,6597.0,0.4,1.5,3.9,32.3,9.6,,Salvadoran Demographic Association.,"National family health survey 1998: final report (FESAL-98). San Salvador, Republica de San Salvador, C.A., 2000 (and additional analysis).",740.578
222,SLV,EL SALVADOR,2003,Lower middle income,6368.0,0.3,1.3,5.8,24.6,6.1,,Asociacion Demografica Salvadorena (ADS).,"Encuesta nacional de salud familiar (FESAL) 2002/03. Informe final. URL: http://www.ads.fesal.org.sv/2003/informe/final, accessed 31/05/05.",659.591
223,SLV,EL SALVADOR,2008,Lower middle income,4629.0,0.5,1.6,5.7,20.6,6.6,,"Asociacion Demografica Salvadorena (ADS), Division of Reproductive Health, Centers for Disease Control and Prevention (CDC).","Encuesta nacional de salud familiar, FESAL 2008. Informe resumido.  San Salvador, El Salvador: ADS, 2009 (and additional analysis).",577.85
224,SLV,EL SALVADOR,2014,Lower middle income,,0.4,2.0,6.0,14.0,5.0,(pending reanalysis),Ministerio de Salud/Instituto Nacional de Salud y UNICEF.,"Encuesta nacional de salud 2014 - Encuesta de indicadores multiples por conglomerados 2014, Resultados principales. San Salvador, El Salvador: Ministerio de Salud e Instituto Nacional de Salud.",525.968
225,GNQ,EQUATORIAL GUINEA,1997,High income: nonOECD,412.0,2.5,4.0,3.4,38.7,13.8,,"Custodio E, Descalzo MA, Roche J, Molina L, Sánchez I, Lwanga M et al.",The economic and nutrition transition in Equatorial Guinea coincided with a double burden of over- and under nutrition. Economics and Human Biology 2010;8:80-87 (and additional analysis).,82.272
226,GNQ,EQUATORIAL GUINEA,2000,High income: nonOECD,2437.0,4.2,9.2,14.0,42.6,15.7,,"Ministerio de Planificación y Desarrollo Económico, Dirección General de Estadística y Cuentas Nacionales.","Encuesta de indicadores multiples (MICS 2000): Informe final. Malabo, República de Guinea Educatorial:Ministerio de Planificación y Desarrollo Económico y UNICEF, 2001 (and additional analysis).",88.293
227,GNQ,EQUATORIAL GUINEA,2004,High income: nonOECD,33334.0,1.3,2.8,8.3,35.0,10.6,,"Custodio E, Descalzo MA, Roche J, Sánchez I, Molina L, Lwanga M et al.",Nutritional status and its correlates in Equatorial Guinean preschool children: Results from a nationally representative survey. Food and Nutrition Bulletin 2008;29:49-58 (and additional analysis).,96.077
228,GNQ,EQUATORIAL GUINEA,2010,High income: nonOECD,1094.0,1.7,3.1,9.7,26.2,5.6,,"Ministerio de Sanidad y Bienestar Social (MSBS), Ministerio de Economía, Planificación, e Inversiones Públicas (MEPIP), ICF International.","Encuesta demográfica y de salud en Guinea Ecuatorial (EDSGE-I). Demographic and Health Surveys. Guinea Ecuatorial y Calverton, Maryland, USA: MSBS, MEPIP e ICF, 2012.",113.191
229,ERI,ERITREA,1993,Low income,,,11.8,,69.6,36.9,Converted estimates,Ministry of Finance and Development.,"Children and women in Eritrea: 1994. Government of the State of Eritrea/UNICEF Situation Analysis. Asmara, Eritrea, 1994 (and additional analysis).",567.328
230,ERI,ERITREA,1995,Low income,2371.0,5.1,17.0,1.3,47.8,39.6,Age-adjusted;,National Statistics Office [Eritrea] and Macro International Inc.,"Eritrea demographic and health survey 1995. Demographic and Health Surveys. Calverton, Maryland: National Statistics Office and Macro International Inc, 1997 (and additional analysis).",550.941
